Centre_ID,NHS_PP,Group,Linac_Manufacturer,Linac_Model,Linac_Install_Date,Linac_ID,Date,Measurement_Device,OP_Dif,Week,Month,Farmer,date_delta,weekday,DateCat,Corr_OP,Device_Type
20,NHS,3,Varian,TrueBeam,?,115,01/01/2015,Diodes,-1.290165289,1,1,Non-Farmer,0,3,0,-1.290165289,diodes
3,NHS,6,Varian,Clinac iX,?,23,01/01/2015,Linacheck,0.57208238,1,1,Non-Farmer,0,3,0,0.57208238,linacheck
39,NHS,7,Elekta,Synergy,2005,167,01/01/2015,PTW QC6,2.3,1,1,Non-Farmer,0,3,0,2.3,quickcheck
20,NHS,3,Varian,2100,?,120,01/01/2015,Diodes,0.168530814,1,1,Non-Farmer,0,3,0,0.168530814,diodes
1,NHS,5,Elekta,Agility,2012,2,01/01/2015,Linacheck,-1,1,1,Non-Farmer,0,3,0,-1,linacheck
20,NHS,3,Varian,2100,?,118,01/01/2015,Diodes,-1.471126827,1,1,Non-Farmer,0,3,0,-1.471126827,diodes
39,NHS,7,Elekta,Precise,2003,166,01/01/2015,PTW QC6,-1.4,1,1,Non-Farmer,0,3,0,-1.4,quickcheck
11,NHS,1,Siemens,Oncor,2008,66,01/01/2015,Linacheck,1.965811966,1,1,Non-Farmer,0,3,0,1.965811966,linacheck
20,NHS,3,Varian,2100,?,119,01/01/2015,Diodes,-0.657420145,1,1,Non-Farmer,0,3,0,-0.657420145,diodes
19,NHS,3,Varian,2100 iX,2007,109,01/01/2015,BeamChecker,1.3,1,1,Non-Farmer,0,3,0,1.3,beamchecker
11,NHS,1,Siemens,Oncor,2008,66,01/01/2015,Linacheck,0.769230769,1,1,Non-Farmer,0,3,0,0.769230769,linacheck
10,NHS,1,Varian,Clinac 2100iX,2007,60,01/01/2015,LinaCheck,0.5,1,1,Non-Farmer,0,3,0,0.5,linacheck
26,NHS,3,Elekta,Precise,2003,130,02/01/2015,CheckMate,1.5,1,1,Non-Farmer,1,4,0,1.5,checkmate
44,Private,4,Varian,Trilogy,2009,181,02/01/2015,DQA3,-1.94,1,1,Non-Farmer,1,4,0,-1.94,dqa3
11,NHS,1,Siemens,Oncor,2008,68,02/01/2015,Linacheck,0.683760684,1,1,Non-Farmer,1,4,0,0.683760684,linacheck
44,Private,4,Varian,iX,2008,180,02/01/2015,DQA3,0.13,1,1,Non-Farmer,1,4,0,0.13,dqa3
50,NHS,2,Elekta,Agility,2010,194,02/01/2015,BeamChecker,-1.2,1,1,Non-Farmer,1,4,0,-1.2,beamchecker
2,NHS,6,Varian,2100CD,2010,15,02/01/2015,Linacheck,1.55,1,1,Non-Farmer,1.351331019,4,0,1.55,linacheck
21,Private,8,Varian,TrueBeam,2014,129,02/01/2015,SunNuclear DailyQA 3,-0.58,1,1,Non-Farmer,1,4,0,-0.58,dqa3
11,NHS,1,Siemens,Oncor,2008,68,02/01/2015,Linacheck,0.512820513,1,1,Non-Farmer,1,4,0,0.512820513,linacheck
11,NHS,1,Siemens,Oncor,2008,70,02/01/2015,Linacheck,0.299145299,1,1,Non-Farmer,1,4,0,0.299145299,linacheck
50,NHS,2,Elekta,Agility,2010,193,02/01/2015,BeamChecker,0.2,1,1,Non-Farmer,1,4,0,0.2,beamchecker
50,NHS,2,Elekta,Agility,2010,193,02/01/2015,BeamChecker,-0.4,1,1,Non-Farmer,1,4,0,-0.4,beamchecker
11,NHS,1,Siemens,Oncor,2008,69,02/01/2015,Linacheck,0.769230769,1,1,Non-Farmer,1,4,0,0.769230769,linacheck
20,NHS,3,Varian,2100,?,120,02/01/2015,Diodes,-0.820534727,1,1,Non-Farmer,1,4,0,-0.820534727,diodes
20,NHS,3,Varian,2100,?,118,02/01/2015,Diodes,-0.897903893,1,1,Non-Farmer,1,4,0,-0.897903893,diodes
11,NHS,1,Siemens,Oncor,2008,70,02/01/2015,Linacheck,-0.256410256,1,1,Non-Farmer,1,4,0,-0.256410256,linacheck
50,NHS,2,Elekta,Synergy,2006,192,02/01/2015,BeamChecker,-0.4,1,1,Non-Farmer,1,4,0,-0.4,beamchecker
20,NHS,3,Varian,2100,?,119,02/01/2015,Diodes,-0.409827973,1,1,Non-Farmer,1,4,0,-0.409827973,diodes
11,NHS,1,Siemens,Oncor,2008,69,02/01/2015,Linacheck,0.555555556,1,1,Non-Farmer,1,4,0,0.555555556,linacheck
11,NHS,1,Siemens,Oncor,2003,71,02/01/2015,Linacheck,1.282051282,1,1,Non-Farmer,1,4,0,1.282051282,linacheck
11,NHS,1,Siemens,Oncor,2004,67,02/01/2015,Linacheck,1.282051282,1,1,Non-Farmer,1,4,0,1.282051282,linacheck
44,Private,4,Varian,iX,2008,180,02/01/2015,DQA3,0.06,1,1,Non-Farmer,1,4,0,0.06,dqa3
11,NHS,1,Siemens,Oncor,2004,67,02/01/2015,Linacheck,1.025641026,1,1,Non-Farmer,1,4,0,1.025641026,linacheck
2,NHS,6,Varian,TrueBeam,2013,19,02/01/2015,QA3,0.28,1,1,Non-Farmer,1.382430556,4,0,0.28,dqa3
20,NHS,3,Varian,TrueBeam,?,116,02/01/2015,Diodes,-1.5085712,1,1,Non-Farmer,1,4,0,-1.5085712,diodes
10,NHS,1,Varian,Clinac 2100EX,2006,57,02/01/2015,BeamChecker,0.6,1,1,Non-Farmer,1,4,0,0.6,beamchecker
22,NHS,4,Varian,2100CD,2006,140,02/01/2015,DQA3,-1.479818999,1,1,Non-Farmer,1.324293981,4,0,-1.479818999,dqa3
22,NHS,4,Varian,2100CD,2006,139,02/01/2015,DQA3,-1.248966485,1,1,Non-Farmer,1.335833333,4,0,-1.248966485,dqa3
51,NHS,2,Elekta,Precise,2003,197,02/01/2015,Linacheck,0.9461,1,1,Non-Farmer,1,4,0,0.9461,linacheck
22,NHS,4,Varian,2100CD,2005,138,02/01/2015,DQA3,-0.348651395,1,1,Non-Farmer,1.331458333,4,0,-0.348651395,dqa3
10,NHS,1,Varian,Clinac 600C,2006,59,02/01/2015,LinaCheck,-0.4,1,1,Non-Farmer,1,4,0,-0.4,linacheck
10,NHS,1,Varian,Clinac 2100iX,2007,60,02/01/2015,LinaCheck,0.2,1,1,Non-Farmer,1,4,0,0.2,linacheck
28,NHS,4,Varian,2100CD,2002,143,02/01/2015,DQA3,-0.576017917,1,1,Non-Farmer,1.329201389,4,0,-0.576017917,dqa3
1,NHS,5,Elekta,Agility,2012,2,02/01/2015,Linacheck,-1,1,1,Non-Farmer,1,4,0,-1,linacheck
10,NHS,1,Varian,Clinac 2100iX,2007,61,02/01/2015,BeamChecker,1.2,1,1,Non-Farmer,1,4,0,1.2,beamchecker
11,NHS,1,Siemens,Oncor,2003,71,02/01/2015,Linacheck,1.367521368,1,1,Non-Farmer,1,4,0,1.367521368,linacheck
22,NHS,4,Varian,iXs,2010,136,02/01/2015,DQA3,-1.003061321,1,1,Non-Farmer,1.341412037,4,0,-1.003061321,dqa3
10,NHS,1,Varian,Clinac 2100iX,2007,61,02/01/2015,Farmer,0.8,1,1,Farmer,1,4,0,0.8,farmer
10,NHS,1,Varian,Clinac 2100iX,2007,62,02/01/2015,BeamChecker,1.5,1,1,Non-Farmer,1,4,0,1.5,beamchecker
22,NHS,4,Varian,Clinac 600 C/D,2007,135,02/01/2015,DQA3,0.836767927,1,1,Non-Farmer,1.340671296,4,0,0.836767927,dqa3
51,NHS,2,Elekta,Versa HD,2014,196,02/01/2015,Farmer,-0.246242153,1,1,Farmer,1,4,0,-0.246242153,farmer
18,NHS,6,Elekta,Agility,2014,103,02/01/2015,Farmer,0.794980622,1,1,Farmer,1,4,0,0.794980622,farmer
28,NHS,4,Varian,iXs,2011,141,02/01/2015,DQA3,-0.383300695,1,1,Non-Farmer,1.337048611,4,0,-0.383300695,dqa3
1,NHS,5,Tomotherapy,Hi-Art,2007,3,02/01/2015,Linacheck,0.86,1,1,Non-Farmer,1,4,0,0.86,linacheck
11,NHS,1,Varian,TrueBeam,2013,64,02/01/2015,Linacheck,-1.025641026,1,1,Non-Farmer,1,4,0,-1.025641026,linacheck
48,NHS,3,Elekta,Synergy,2011,133,02/01/2015,CheckMate,-0.4,1,1,Non-Farmer,1,4,0,-0.4,checkmate
11,NHS,1,Siemens,Oncor,2008,66,02/01/2015,Linacheck,1.452991453,1,1,Non-Farmer,1,4,0,1.452991453,linacheck
11,NHS,1,Siemens,Oncor,2008,66,02/01/2015,Linacheck,0,1,1,Non-Farmer,1,4,0,0,linacheck
2,NHS,6,Varian,2100CD,2010,16,02/01/2015,Linacheck,0.1,1,1,Non-Farmer,1.348194444,4,0,0.1,linacheck
26,NHS,3,Elekta,Synergy,2012,132,02/01/2015,CheckMate,-1.24,1,1,Non-Farmer,1,4,0,-1.24,checkmate
20,NHS,3,Varian,TrueBeam,?,115,02/01/2015,Diodes,-1.536086529,1,1,Non-Farmer,1,4,0,-1.536086529,diodes
51,NHS,2,Elekta,Synergy,2013,195,02/01/2015,Farmer,0.028151414,1,1,Farmer,1,4,0,0.028151414,farmer
47,NHS,6,Varian,Novalis Tx,2010,189,02/01/2015,PTW QuickCheck,1.29,1,1,Non-Farmer,1,4,0,1.29,quickcheck
37,NHS,8,Varian,Clinac 2100CD,2005,163,02/01/2015,Farmer,-0.68,1,1,Farmer,1,4,0,-0.68,farmer
16,NHS,3,Elekta,Elekta Beam Modulator,2006,93,02/01/2015,Sun Nuclear Checkmate,-0.65,1,1,Non-Farmer,1,4,0,-0.65,checkmate
45,NHS,2,Siemens,Artiste,2008,184,02/01/2015,DQA3,-1.31,1,1,Non-Farmer,1,4,0,-1.31,dqa3
16,NHS,3,Elekta,Elekta Beam Modulator,2007,94,02/01/2015,Sun Nuclear Checkmate,-0.35,1,1,Non-Farmer,1,4,0,-0.35,checkmate
16,NHS,3,Elekta,Elekta Precise Standard Head MLCi,2006,92,02/01/2015,Sun Nuclear Checkmate,1.05,1,1,Non-Farmer,1,4,0,1.05,checkmate
18,NHS,6,Elekta,Precise,2011,107,02/01/2015,Farmer,0.398224475,1,1,Farmer,1,4,0,0.398224475,farmer
18,NHS,6,Elekta,Agility,2013,101,02/01/2015,Farmer,-0.107927326,1,1,Farmer,1,4,0,-0.107927326,farmer
17,NHS,4,Elekta,Precise,2004,95,02/01/2015,DQA3,-0.3,1,1,Non-Farmer,1,4,0,-0.3,dqa3
10,NHS,1,Varian,Clinac 2100EX,2006,58,02/01/2015,BeamChecker,-0.8,1,1,Non-Farmer,1,4,0,-0.8,beamchecker
18,NHS,6,Elekta,Precise,2007,100,02/01/2015,Farmer,-0.319739998,1,1,Farmer,1,4,0,-0.319739998,farmer
16,NHS,3,Elekta,Elekta Precise Standard Head MLCi,2002,91,02/01/2015,Sun Nuclear Checkmate,0.7,1,1,Non-Farmer,1,4,0,0.7,checkmate
18,NHS,6,Elekta,Precise,2007,99,02/01/2015,Farmer,0.272426217,1,1,Farmer,1,4,0,0.272426217,farmer
18,NHS,6,Elekta,Agility,2014,104,02/01/2015,Farmer,-0.480393258,1,1,Farmer,1,4,0,-0.480393258,farmer
18,NHS,6,Elekta,Precise,2001,108,02/01/2015,Farmer,-0.507469797,1,1,Farmer,1,4,0,-0.507469797,farmer
44,Private,4,Varian,Trilogy,2009,181,02/01/2015,DQA3,-1.67,1,1,Non-Farmer,1,4,0,-1.67,dqa3
18,NHS,6,Elekta,Agility,2013,102,02/01/2015,Farmer,-0.145760113,1,1,Farmer,1,4,0,-0.145760113,farmer
45,NHS,2,Siemens,Oncor,2004,185,02/01/2015,DQA3,0.1,1,1,Non-Farmer,1,4,0,0.1,dqa3
2,NHS,6,Varian,2100CD,2003,12,02/01/2015,Linacheck,-0.15,1,1,Non-Farmer,1.702384259,4,0,-0.15,linacheck
2,NHS,6,Varian,2100CD,2003,12,02/01/2015,Linacheck,-0.3,1,1,Non-Farmer,1.327060185,4,0,-0.3,linacheck
45,NHS,2,Siemens,Oncor,2004,186,02/01/2015,DQA3,0.36,1,1,Non-Farmer,1,4,0,0.36,dqa3
17,NHS,4,Elekta,Precise,2002,97,02/01/2015,DQA3,-2,1,1,Non-Farmer,1,4,0,-2,dqa3
10,NHS,1,Varian,TrueBeam STx v2.0,2012,63,02/01/2015,LinaCheck,0.7,1,1,Non-Farmer,1,4,0,0.7,linacheck
17,NHS,4,Elekta,Synergy,2005,98,02/01/2015,DQA3,0.2,1,1,Non-Farmer,1,4,0,0.2,dqa3
17,NHS,4,Elekta,Precise,2002,96,02/01/2015,DQA3,-1.4,1,1,Non-Farmer,1,4,0,-1.4,dqa3
16,NHS,3,Elekta,Elekta Precise Standard Head MLCi,2002,90,02/01/2015,Sun Nuclear Checkmate,-0.35,1,1,Non-Farmer,1,4,0,-0.35,checkmate
2,NHS,6,Varian,600,2003,13,02/01/2015,Linacheck,-1.7,1,1,Non-Farmer,1.348391204,4,0,-1.7,linacheck
45,NHS,2,Siemens,Artiste,2008,183,02/01/2015,DQA3,-0.74,1,1,Non-Farmer,1,4,0,-0.74,dqa3
50,NHS,2,Elekta,Agility,2013,191,02/01/2015,BeamChecker,-0.6,1,1,Non-Farmer,1,4,0,-0.6,beamchecker
18,NHS,6,Elekta,Agility,2013,106,02/01/2015,Farmer,-0.850389774,1,1,Farmer,1,4,0,-0.850389774,farmer
41,NHS,7,Varian,TrueBeam,2014,171,02/01/2015,PTW QuickCheck Webline,-0.114431545,1,1,Non-Farmer,1,4,0,-0.114431545,quickcheck
1,NHS,5,Siemens,Oncor,2005,8,02/01/2015,Linacheck,-0.1,1,1,Non-Farmer,1,4,0,-0.1,linacheck
1,NHS,5,Elekta,Agility,2014,5,02/01/2015,Linacheck,-0.7,1,1,Non-Farmer,1,4,0,-0.7,linacheck
2,NHS,6,Varian,2100CD,2004,11,02/01/2015,Linacheck,-0.6,1,1,Non-Farmer,1.362476852,4,0,-0.6,linacheck
46,NHS,6,Elekta,Synergy,2009,188,02/01/2015,Farmer,-0.451969042,1,1,Farmer,1,4,0,-0.451969042,farmer
12,NHS,6,Elekta,MLCi,2000,75,02/01/2015,Farmer,-0.8,1,1,Farmer,1,4,0,-0.8,farmer
12,NHS,6,Elekta,MLCi,2001,76,02/01/2015,Linacheck,-1.7,1,1,Non-Farmer,1,4,0,-1.7,linacheck
19,NHS,3,Varian,TrueBeam,2014,113,02/01/2015,BeamChecker,-0.7,1,1,Non-Farmer,1,4,0,-0.7,beamchecker
12,NHS,6,Elekta,MLCi,2002,77,02/01/2015,Linacheck,-0.5,1,1,Non-Farmer,1,4,0,-0.5,linacheck
19,NHS,3,Varian,2100 iX,2006,111,02/01/2015,BeamChecker,0.9,1,1,Non-Farmer,1,4,0,0.9,beamchecker
12,NHS,6,Elekta,Beam Mod,2004,78,02/01/2015,Linacheck,-0.1,1,1,Non-Farmer,1,4,0,-0.1,linacheck
12,NHS,6,Elekta,Agility,2013,79,02/01/2015,Linacheck,-0.2,1,1,Non-Farmer,1,4,0,-0.2,linacheck
19,NHS,3,Varian,2100 iX,2007,110,02/01/2015,BeamChecker,-0.6,1,1,Non-Farmer,1,4,0,-0.6,beamchecker
12,NHS,6,Elekta,Agility,2013,80,02/01/2015,Linacheck,-1.2,1,1,Non-Farmer,1,4,0,-1.2,linacheck
19,NHS,3,Varian,2100 iX,2007,109,02/01/2015,BeamChecker,1.3,1,1,Non-Farmer,1,4,0,1.3,beamchecker
14,NHS,7,Varian,Clinac iX,2008,82,02/01/2015,Farmer,-0.24139,1,1,Farmer,1.345309954,4,0,-0.24139,farmer
9,NHS,7,Elekta,Synergy,2007,50,02/01/2015,QA3,0.35,1,1,Non-Farmer,1,4,0,0.35,dqa3
14,NHS,7,Varian,Clinac iX,2009,83,02/01/2015,Farmer,-0.16821,1,1,Farmer,1.342979977,4,0,-0.16821,farmer
46,NHS,6,Elekta,Synergy,2009,187,02/01/2015,PTW QuickCheck,-0.845,1,1,Non-Farmer,1,4,0,-0.845,quickcheck
2,NHS,6,Varian,2100CD,2006,10,02/01/2015,QA3,0.11,1,1,Non-Farmer,1.35068287,4,0,0.11,dqa3
1,NHS,5,Tomotherapy,Hi-Art,2009,4,02/01/2015,Farmer,-0.6,1,1,Farmer,1,4,0,-0.6,farmer
14,NHS,7,Varian,Clinac iX,2009,84,02/01/2015,Farmer,-0.50313,1,1,Farmer,1.339897106,4,0,-0.50313,farmer
16,NHS,3,Elekta,Elekta Precise Standard Head MLCi,2003,89,02/01/2015,Sun Nuclear Checkmate,0.1,1,1,Non-Farmer,1,4,0,0.1,checkmate
32,Private,9,Elekta,Synergy,2011,147,02/01/2015,DQA3,1.01,1,1,Non-Farmer,1,4,0,1.01,dqa3
2,NHS,6,Varian,600,2005,14,02/01/2015,Linacheck,-0.25,1,1,Non-Farmer,1.336238426,4,0,-0.25,linacheck
33,Private,9,Elekta,Synergy,2012,148,02/01/2015,DQA3,-0.17,1,1,Non-Farmer,1,4,0,-0.17,dqa3
10,NHS,1,Varian,TrueBeam STx V2.0,2014,55,02/01/2015,BeamChecker,2.2,1,1,Non-Farmer,1,4,0,2.2,beamchecker
18,NHS,6,Elekta,Precise,2005,105,02/01/2015,Farmer,1.014443204,1,1,Farmer,1,4,0,1.014443204,farmer
4,NHS,5,Varian,Clinac iX,2010,28,02/01/2015,QA3,-0.006549575,1,1,Non-Farmer,1.341828704,4,0,-0.006549575,dqa3
42,NHS,7,Elekta,Synergy,2009,174,02/01/2015,SNC Checkmate,-0.1,1,1,Non-Farmer,1,4,0,-0.1,checkmate
8,NHS,4,Elekta,Precise,2000,44,02/01/2015,Victoreen Double Check,0.2,1,1,Non-Farmer,1,4,0,0.2,doublecheck
40,NHS,1,Varian,TrueBeam,2011,168,02/01/2015,QA3,0.02,1,1,Non-Farmer,1.375740741,4,0,0.02,dqa3
39,NHS,7,Elekta,Precise,2003,166,02/01/2015,PTW QC6,-1.7,1,1,Non-Farmer,1,4,0,-1.7,quickcheck
40,NHS,1,Varian,Clinac iX,2009,169,02/01/2015,QA3,0.41,1,1,Non-Farmer,1.342777778,4,0,0.41,dqa3
8,NHS,4,Elekta,Precise,2004,45,02/01/2015,Victoreen Double Check,-1.7,1,1,Non-Farmer,1,4,0,-1.7,doublecheck
4,NHS,5,Varian,Clinac iX,2010,27,02/01/2015,QA3,0.773582099,1,1,Non-Farmer,1.275150463,4,0,0.773582099,dqa3
38,Private,3,Varian,iX,2009,142,02/01/2015,DQA3,-1.08,1,1,Non-Farmer,1,4,0,-1.08,dqa3
52,NHS,6,Elekta,Agility,2006,204,02/01/2015,QA3,-0.794871795,1,1,Non-Farmer,1,4,0,-0.794871795,dqa3
12,NHS,6,Elekta,Beam Mod,2010,73,02/01/2015,Farmer,-0.7,1,1,Farmer,1,4,0,-0.7,farmer
3,NHS,6,Varian,Clinac iX,?,24,02/01/2015,Linacheck,0.912200684,1,1,Non-Farmer,1,4,0,0.912200684,linacheck
9,NHS,7,Elekta,SL-18,2002,49,02/01/2015,QA3,0.82,1,1,Non-Farmer,1,4,0,0.82,dqa3
1,NHS,5,Elekta,Agility,2014,1,02/01/2015,Linacheck,-0.7,1,1,Non-Farmer,1,4,0,-0.7,linacheck
32,Private,9,Elekta,Synergy,2011,147,02/01/2015,DQA3,1.16,1,1,Non-Farmer,1,4,0,1.16,dqa3
19,NHS,3,Varian,2100 iX,2007,112,02/01/2015,BeamChecker,0.4,1,1,Non-Farmer,1,4,0,0.4,beamchecker
52,NHS,6,Elekta,Agility,2013,203,02/01/2015,QA3,0.025641026,1,1,Non-Farmer,1,4,0,0.025641026,dqa3
1,NHS,5,Elekta,Agility,2012,6,02/01/2015,Farmer,0.1,1,1,Farmer,1,4,0,0.1,farmer
6,NHS,3,Varian,2100CD,2005,39,02/01/2015,Linacheck,-0.5,1,1,Non-Farmer,1,4,0,-0.5,linacheck
39,NHS,7,Elekta,Synergy,2005,167,02/01/2015,PTW QC6,0.8,1,1,Non-Farmer,1,4,0,0.8,quickcheck
12,NHS,6,Elekta,MLCi,2011,74,02/01/2015,Linacheck,-0.7,1,1,Non-Farmer,1,4,0,-0.7,linacheck
3,NHS,6,Varian,TrueBeam,?,26,02/01/2015,Linacheck,0.114416476,1,1,Non-Farmer,1,4,0,0.114416476,linacheck
35,Private,9,Elekta,VersaHD,2013,150,02/01/2015,DQA3,-0.73,1,1,Non-Farmer,1,4,0,-0.73,dqa3
36,Private,9,Elekta,VersaHD,2013,151,02/01/2015,DQA3,-1.77,1,1,Non-Farmer,1,4,0,-1.77,dqa3
49,NHS,3,Varian,TrueBeam,2013,34,02/01/2015,Farmer,0.295618895,1,1,Farmer,1,4,0,0.295618895,farmer
6,NHS,3,Varian,2100CD,2006,37,02/01/2015,Linacheck,-1.5,1,1,Non-Farmer,1,4,0,-1.5,linacheck
42,NHS,7,Elekta,Synergy,2008,172,02/01/2015,SNC Checkmate,-0.2,1,1,Non-Farmer,1,4,0,-0.2,checkmate
6,NHS,3,Varian,Clinac iX,2010,36,02/01/2015,Linacheck,0.533333333,1,1,Non-Farmer,1,4,0,0.533333333,linacheck
3,NHS,6,Varian,2100CD,?,25,02/01/2015,Linacheck,-0.914285714,1,1,Non-Farmer,1,4,0,-0.914285714,linacheck
6,NHS,3,Varian,Clinac iX,2008,35,02/01/2015,Linacheck,-1.7,1,1,Non-Farmer,1,4,0,-1.7,linacheck
2,NHS,6,Varian,TrueBeam,2012,18,02/01/2015,Linacheck,-0.25,1,1,Non-Farmer,1.354837963,4,0,-0.25,linacheck
6,NHS,3,Varian,2100CD,2007,38,02/01/2015,Linacheck,-0.966666667,1,1,Non-Farmer,1,4,0,-0.966666667,linacheck
52,NHS,6,Elekta,Agility,2012,201,02/01/2015,QA3,-0.551282051,1,1,Non-Farmer,1,4,0,-0.551282051,dqa3
34,Private,9,Elekta,VersaHD,2013,149,02/01/2015,DQA3,-1.13,1,1,Non-Farmer,1,4,0,-1.13,dqa3
38,Private,3,Varian,Trilogy,2009,165,02/01/2015,DQA3,0.02,1,1,Non-Farmer,1,4,0,0.02,dqa3
9,NHS,7,Varian,Clinac iX,2006,51,02/01/2015,QA3,0.87,1,1,Non-Farmer,1,4,0,0.87,dqa3
49,NHS,3,Varian,TrueBeam,2013,33,02/01/2015,Linacheck,-0.6,1,1,Non-Farmer,1,4,0,-0.6,linacheck
8,NHS,4,Elekta,Precise,2004,46,02/01/2015,Victoreen Double Check,-0.7,1,1,Non-Farmer,1,4,0,-0.7,doublecheck
52,NHS,6,Elekta,Agility,2012,200,02/01/2015,QA3,-0.756410256,1,1,Non-Farmer,1,4,0,-0.756410256,dqa3
52,NHS,6,Elekta,Agility,2012,202,02/01/2015,QA3,-0.141025641,1,1,Non-Farmer,1,4,0,-0.141025641,dqa3
2,NHS,6,Varian,2100CD,2010,17,02/01/2015,Linacheck,0,1,1,Non-Farmer,1.349641204,4,0,0,linacheck
30,Private,9,Elekta,Synergy,2009,145,02/01/2015,DQA3,0.19,1,1,Non-Farmer,1,4,0,0.19,dqa3
3,NHS,6,Varian,Clinac iX,?,22,02/01/2015,Linacheck,0.114416476,1,1,Non-Farmer,1,4,0,0.114416476,linacheck
10,NHS,1,Varian,TrueBeam V2.0,2012,53,02/01/2015,BeamChecker,-0.2,1,1,Non-Farmer,1,4,0,-0.2,beamchecker
10,NHS,1,Varian,TrueBeam V2.0,2013,54,02/01/2015,BeamChecker,1.3,1,1,Non-Farmer,1,4,0,1.3,beamchecker
29,Private,9,Elekta,Synergy,2009,144,02/01/2015,DQA3,-1.35,1,1,Non-Farmer,1,4,0,-1.35,dqa3
3,NHS,6,Varian,Clinac iX,?,21,02/01/2015,Linacheck,0,1,1,Non-Farmer,1,4,0,0,linacheck
37,NHS,8,Varian,Clinac 2100CD,2005,163,02/01/2015,Farmer,-0.68,1,1,Farmer,1,4,0,-0.68,farmer
9,NHS,7,Varian,Clinac iX,2006,52,02/01/2015,QA3,-0.67,1,1,Non-Farmer,1,4,0,-0.67,dqa3
51,NHS,2,Elekta,Synergy,2005,198,02/01/2015,Linacheck,-0.704,1,1,Non-Farmer,1,4,0,-0.704,linacheck
2,NHS,6,Varian,TrueBeam,2014,20,02/01/2015,Linacheck,-0.35,1,1,Non-Farmer,1.359988426,4,0,-0.35,linacheck
31,Private,9,Elekta,Synergy,2010,146,02/01/2015,DQA3,-1.04,1,1,Non-Farmer,1,4,0,-1.04,dqa3
31,Private,9,Elekta,Synergy,2010,146,02/01/2015,Farmer,-0.97588984,1,1,Farmer,1,4,0,-0.97588984,farmer
3,NHS,6,Varian,Clinac iX,?,23,02/01/2015,Linacheck,0.686498856,1,1,Non-Farmer,1,4,0,0.686498856,linacheck
51,NHS,2,Elekta,Synergy,2012,199,02/01/2015,Linacheck,-0.5829,1,1,Non-Farmer,1,4,0,-0.5829,linacheck
41,NHS,7,Varian,TrueBeam,2012,170,02/01/2015,PTW QuickCheck Webline,0.801118083,1,1,Non-Farmer,1,4,0,0.801118083,quickcheck
6,NHS,3,Varian,Clinac iX,2010,36,03/01/2015,Linacheck,0.366666667,1,1,Non-Farmer,2,5,0,0.366666667,linacheck
11,NHS,1,Siemens,Oncor,2008,70,03/01/2015,Linacheck,-0.128205128,1,1,Non-Farmer,2,5,0,-0.128205128,linacheck
29,Private,9,Elekta,Synergy,2009,144,03/01/2015,DQA3,-1.62,1,1,Non-Farmer,2,5,0,-1.62,dqa3
41,NHS,7,Varian,TrueBeam,2014,171,03/01/2015,PTW QuickCheck Webline,0.13202562,1,1,Non-Farmer,2,5,0,0.13202562,quickcheck
16,NHS,3,Elekta,Elekta Precise Standard Head MLCi,2003,89,03/01/2015,Sun Nuclear Checkmate,0.4,1,1,Non-Farmer,2,5,0,0.4,checkmate
24,NHS,2,Elekta,Precise,2006,122,03/01/2015,LinaCheck,-0.5,1,1,Non-Farmer,2,5,0,-0.5,linacheck
11,NHS,1,Siemens,Oncor,2008,69,03/01/2015,Linacheck,0.512820513,1,1,Non-Farmer,2,5,0,0.512820513,linacheck
11,NHS,1,Siemens,Oncor,2008,69,03/01/2015,Linacheck,0.299145299,1,1,Non-Farmer,2,5,0,0.299145299,linacheck
24,NHS,2,Varian,600C,2005,121,03/01/2015,LinaCheck,1.2,1,1,Non-Farmer,2,5,0,1.2,linacheck
11,NHS,1,Siemens,Oncor,2008,70,03/01/2015,Linacheck,0.256410256,1,1,Non-Farmer,2,5,0,0.256410256,linacheck
45,NHS,2,Siemens,Oncor,2004,185,03/01/2015,DQA3,0.45,1,1,Non-Farmer,2,5,0,0.45,dqa3
28,NHS,4,Varian,2100CD,2002,143,03/01/2015,Farmer,-0.4,1,1,Farmer,2,5,0,-0.4,farmer
3,NHS,6,Varian,Clinac iX,?,21,03/01/2015,Linacheck,0.114416476,1,1,Non-Farmer,2,5,0,0.114416476,linacheck
6,NHS,3,Varian,2100CD,2007,38,03/01/2015,Linacheck,0.3,1,1,Non-Farmer,2,5,0,0.3,linacheck
28,NHS,4,Varian,iXs,2011,141,03/01/2015,Farmer,0.3,1,1,Farmer,2,5,0,0.3,farmer
10,NHS,1,Varian,Clinac 2100iX,2007,60,03/01/2015,LinaCheck,0.2,1,1,Non-Farmer,2,5,0,0.2,linacheck
6,NHS,3,Varian,Clinac iX,2008,35,03/01/2015,Linacheck,-1.6,1,1,Non-Farmer,2,5,0,-1.6,linacheck
33,Private,9,Elekta,Synergy,2012,148,03/01/2015,DQA3,0.16,1,1,Non-Farmer,2,5,0,0.16,dqa3
34,Private,9,Elekta,VersaHD,2013,149,03/01/2015,DQA3,-1.33,1,1,Non-Farmer,2,5,0,-1.33,dqa3
17,NHS,4,Elekta,Precise,2002,97,03/01/2015,DQA3,-2,1,1,Non-Farmer,2,5,0,-2,dqa3
3,NHS,6,Varian,Clinac iX,?,23,03/01/2015,Linacheck,0.57208238,1,1,Non-Farmer,2,5,0,0.57208238,linacheck
