Centre_ID,NHS_PP,Group,Linac_Manufacturer,Linac_Model,Linac_Install_Date,Linac_ID,Date,Measurement_Device,OP_Dif,Week,Month,Farmer,date_delta,weekday,DateCat,Corr_OP,Device_Type
41,NHS,7,Varian,TrueBeam,2012,170,20/01/2015,PTW QuickCheck Webline,1.470074159,4,1,Non-Farmer,19,1,0,1.470074159,quickcheck
45,NHS,2,Siemens,Artiste,2008,183,20/01/2015,DQA3,-0.91,4,1,Non-Farmer,19,1,0,-0.91,dqa3
22,NHS,4,Varian,2100CD,2006,140,20/01/2015,Farmer,0.867111881,4,1,Farmer,19,1,0,0.867111881,farmer
30,Private,9,Elekta,Synergy,2009,145,20/01/2015,DQA3,0.33,4,1,Non-Farmer,19,1,0,0.33,dqa3
22,NHS,4,Varian,2100CD,2005,138,20/01/2015,DQA3,-0.241270573,4,1,Non-Farmer,19.33940972,1,0,-0.241270573,dqa3
40,NHS,1,Varian,TrueBeam,2011,168,20/01/2015,QA3,0.058786776,4,1,Non-Farmer,19.38278935,1,0,0.058786776,dqa3
38,Private,3,Varian,Trilogy,2009,165,20/01/2015,DQA3,0.31,4,1,Non-Farmer,19,1,0,0.31,dqa3
42,NHS,7,Elekta,Synergy,2009,174,20/01/2015,SNC Checkmate,-0.3,4,1,Non-Farmer,19,1,0,-0.3,checkmate
44,Private,4,Varian,Trilogy,2009,181,20/01/2015,DQA3,-0.7,4,1,Non-Farmer,19,1,0,-0.7,dqa3
2,NHS,6,Varian,2100CD,2004,11,20/01/2015,Linacheck,0.15,4,1,Non-Farmer,19.35438657,1,0,0.15,linacheck
22,NHS,4,Varian,Clinac 600 C/D,2007,135,20/01/2015,DQA3,0.779098857,4,1,Non-Farmer,19.33353009,1,0,0.779098857,dqa3
10,NHS,1,Varian,Clinac 2100iX,2007,61,20/01/2015,BeamChecker,1.8,4,1,Non-Farmer,19,1,0,1.8,beamchecker
49,NHS,3,Varian,TrueBeam,2013,34,20/01/2015,Linacheck,-0.133333333,4,1,Non-Farmer,19,1,0,-0.133333333,linacheck
3,NHS,6,Varian,Clinac iX,?,23,20/01/2015,Linacheck,-0.800915332,4,1,Non-Farmer,19,1,1,0.762776507,linacheck
22,NHS,4,Varian,2100CD,2006,140,20/01/2015,DQA3,-1.203675342,4,1,Non-Farmer,19.33619213,1,0,-1.203675342,dqa3
10,NHS,1,Varian,Clinac 2100EX,2006,57,20/01/2015,BeamChecker,0.2,4,1,Non-Farmer,19,1,0,0.2,beamchecker
20,NHS,3,Varian,TrueBeam,?,116,20/01/2015,Diodes,0.063671963,4,1,Non-Farmer,19,1,0,0.063671963,diodes
6,NHS,3,Varian,2100CD,2007,38,20/01/2015,Farmer,-0.577237535,4,1,Farmer,19,1,0,-0.577237535,farmer
3,NHS,6,Varian,Clinac iX,?,24,20/01/2015,Linacheck,0.228050171,4,1,Non-Farmer,19,1,0,0.228050171,linacheck
4,NHS,5,Varian,Clinac iX,2010,28,20/01/2015,QA3,0.311623664,4,1,Non-Farmer,19.34018519,1,0,0.311623664,dqa3
44,Private,4,Varian,Trilogy,2009,181,20/01/2015,DQA3,-0.88,4,1,Non-Farmer,19,1,0,-0.88,dqa3
2,NHS,6,Varian,2100CD,2010,16,20/01/2015,Linacheck,0.3,4,1,Non-Farmer,19.34974537,1,0,0.3,linacheck
51,NHS,2,Elekta,Synergy,2013,195,20/01/2015,Farmer,0.023042203,4,1,Farmer,19,1,0,0.023042203,farmer
17,NHS,4,Elekta,Precise,2002,97,20/01/2015,DQA3,-1.9,4,1,Non-Farmer,19,1,0,-1.9,dqa3
10,NHS,1,Varian,TrueBeam STx v2.0,2012,63,20/01/2015,LinaCheck,1.3,4,1,Non-Farmer,19,1,0,1.3,linacheck
45,NHS,2,Siemens,Oncor,2004,185,20/01/2015,DQA3,0.17,4,1,Non-Farmer,19,1,0,0.17,dqa3
11,NHS,1,Varian,TrueBeam,2013,64,20/01/2015,Linacheck,-1.025641026,4,1,Non-Farmer,19,1,0,-1.025641026,linacheck
2,NHS,6,Varian,2100CD,2003,12,20/01/2015,Linacheck,0.85,4,1,Non-Farmer,19.33847222,1,0,0.85,linacheck
17,NHS,4,Elekta,Precise,2002,96,20/01/2015,DQA3,-1.3,4,1,Non-Farmer,19,1,0,-1.3,dqa3
11,NHS,1,Varian,TrueBeam,2014,65,20/01/2015,Linacheck,0.256410256,4,1,Non-Farmer,19,1,0,0.256410256,linacheck
10,NHS,1,Varian,Clinac 2100iX,2007,60,20/01/2015,LinaCheck,0.5,4,1,Non-Farmer,19,1,0,0.5,linacheck
18,NHS,6,Elekta,Agility,2013,102,20/01/2015,Farmer,-0.308812764,4,1,Farmer,19,1,0,-0.308812764,farmer
18,NHS,6,Elekta,Precise,2007,100,20/01/2015,Farmer,-0.586373173,4,1,Farmer,19,1,0,-0.586373173,farmer
10,NHS,1,Varian,TrueBeam STx V2.0,2014,55,20/01/2015,BeamChecker,-0.2,4,1,Non-Farmer,19,1,1,1.333333333,beamchecker
10,NHS,1,Varian,TrueBeam STx V2.0,2014,55,20/01/2015,Farmer,0.1,4,1,Farmer,19,1,1,1.633333333,farmer
19,NHS,3,Varian,2100 iX,2006,111,20/01/2015,BeamChecker,1.3,4,1,Non-Farmer,19,1,0,1.3,beamchecker
19,NHS,3,Varian,2100 iX,2007,109,20/01/2015,BeamChecker,1.5,4,1,Non-Farmer,19,1,0,1.5,beamchecker
33,Private,9,Elekta,Synergy,2012,148,20/01/2015,DQA3,0.1,4,1,Non-Farmer,19,1,0,0.1,dqa3
17,NHS,4,Elekta,Synergy,2005,98,20/01/2015,DQA3,-0.4,4,1,Non-Farmer,19,1,0,-0.4,dqa3
10,NHS,1,Varian,Clinac 2100iX,2007,62,20/01/2015,BeamChecker,1.8,4,1,Non-Farmer,19,1,0,1.8,beamchecker
23,NHS,3,Varian,600CD,2007,152,20/01/2015,Farmer,0.166837824,4,1,Farmer,19,1,0,0.166837824,farmer
19,NHS,3,Varian,2100 iX,2007,110,20/01/2015,BeamChecker,-0.6,4,1,Non-Farmer,19,1,0,-0.6,beamchecker
10,NHS,1,Varian,Clinac 2100EX,2006,58,20/01/2015,BeamChecker,-0.6,4,1,Non-Farmer,19,1,0,-0.6,beamchecker
11,NHS,1,Siemens,Oncor,2004,67,20/01/2015,Linacheck,0.897435897,4,1,Non-Farmer,19,1,0,0.897435897,linacheck
18,NHS,6,Elekta,Precise,2005,105,20/01/2015,Farmer,-0.569831343,4,1,Farmer,19,1,0,-0.569831343,farmer
18,NHS,6,Elekta,Agility,2013,101,20/01/2015,Farmer,0.80832991,4,1,Farmer,19,1,0,0.80832991,farmer
18,NHS,6,Elekta,Agility,2014,104,20/01/2015,Farmer,-0.77167257,4,1,Farmer,19,1,0,-0.77167257,farmer
10,NHS,1,Varian,Clinac 600C,2006,59,20/01/2015,LinaCheck,-0.7,4,1,Non-Farmer,19,1,0,-0.7,linacheck
18,NHS,6,Elekta,Agility,2014,103,20/01/2015,Farmer,1.382223662,4,1,Farmer,19,1,0,1.382223662,farmer
18,NHS,6,Elekta,Agility,2013,106,20/01/2015,Farmer,-0.137716164,4,1,Farmer,19,1,0,-0.137716164,farmer
1,NHS,5,Tomotherapy,Hi-Art,2007,3,20/01/2015,Linacheck,0.6,4,1,Non-Farmer,19,1,0,0.6,linacheck
12,NHS,6,Elekta,MLCi,2001,76,20/01/2015,Farmer,-1.6,4,1,Farmer,19,1,0,-1.6,farmer
18,NHS,6,Elekta,Precise,2011,107,20/01/2015,Farmer,-0.821772488,4,1,Farmer,19,1,0,-0.821772488,farmer
19,NHS,3,Varian,2100 iX,2007,112,20/01/2015,BeamChecker,1.3,4,1,Non-Farmer,19,1,0,1.3,beamchecker
16,NHS,3,Elekta,Elekta Precise Standard Head MLCi,2002,90,20/01/2015,Sun Nuclear Checkmate,-1.3,4,1,Non-Farmer,19,1,0,-1.3,checkmate
12,NHS,6,Elekta,Agility,2013,80,20/01/2015,Farmer,-1,4,1,Farmer,19,1,0,-1,farmer
12,NHS,6,Elekta,Agility,2013,79,20/01/2015,Linacheck,-0.9,4,1,Non-Farmer,19,1,0,-0.9,linacheck
12,NHS,6,Elekta,Beam Mod,2004,78,20/01/2015,Farmer,0.3,4,1,Farmer,19,1,0,0.3,farmer
11,NHS,1,Siemens,Oncor,2008,69,20/01/2015,Linacheck,-0.085470085,4,1,Non-Farmer,19,1,0,-0.085470085,linacheck
11,NHS,1,Siemens,Oncor,2008,69,20/01/2015,Linacheck,0,4,1,Non-Farmer,19,1,0,0,linacheck
11,NHS,1,Siemens,Oncor,2008,69,20/01/2015,Linacheck,0.170940171,4,1,Non-Farmer,19,1,0,0.170940171,linacheck
47,NHS,6,Varian,Novalis Tx,2010,190,20/01/2015,Farmer,-1.1,4,1,Farmer,19,1,0,-1.1,farmer
16,NHS,3,Elekta,Elekta Beam Modulator,2007,94,20/01/2015,Sun Nuclear Checkmate,-1.35,4,1,Non-Farmer,19,1,0,-1.35,checkmate
18,NHS,6,Elekta,Precise,2001,108,20/01/2015,Farmer,-1.963784132,4,1,Farmer,19,1,0,-1.963784132,farmer
11,NHS,1,Siemens,Oncor,2008,69,20/01/2015,Linacheck,0.256410256,4,1,Non-Farmer,19,1,0,0.256410256,linacheck
14,NHS,7,Varian,Clinac iX,2008,82,20/01/2015,Farmer,0.4235,4,1,Farmer,19.33758391,1,0,0.4235,farmer
48,NHS,3,Elekta,Synergy,2011,133,20/01/2015,DQA3,-0.82,4,1,Non-Farmer,19,1,0,-0.82,dqa3
50,NHS,2,Elekta,Synergy,2006,192,20/01/2015,BeamChecker,0,4,1,Non-Farmer,19,1,0,0,beamchecker
12,NHS,6,Elekta,MLCi,2000,75,20/01/2015,Linacheck,-1.8,4,1,Non-Farmer,19,1,0,-1.8,linacheck
46,NHS,6,Elekta,Synergy,2009,187,20/01/2015,Farmer,-1.421625471,4,1,Farmer,19,1,0,-1.421625471,farmer
12,NHS,6,Elekta,MLCi,2011,74,20/01/2015,Linacheck,-0.7,4,1,Non-Farmer,19,1,0,-0.7,linacheck
46,NHS,6,Elekta,Synergy,2009,188,20/01/2015,PTW QuickCheck,-0.249,4,1,Non-Farmer,19,1,0,-0.249,quickcheck
11,NHS,1,Tomotherapy,Hi-Art,2008,72,20/01/2015,Linacheck,0.37,4,1,Non-Farmer,19,1,0,0.37,linacheck
2,NHS,6,Varian,600,2005,14,20/01/2015,QA3,-1.29,4,1,Non-Farmer,19.34686343,1,0,-1.29,dqa3
11,NHS,1,Siemens,Oncor,2008,66,20/01/2015,Linacheck,-0.512820513,4,1,Non-Farmer,19,1,0,-0.512820513,linacheck
45,NHS,2,Siemens,Oncor,2004,186,20/01/2015,DQA3,0.02,4,1,Non-Farmer,19,1,0,0.02,dqa3
11,NHS,1,Siemens,Oncor,2008,66,20/01/2015,Linacheck,0.854700855,4,1,Non-Farmer,19,1,0,0.854700855,linacheck
37,NHS,8,Varian,TrueBeam STx,2011,160,20/01/2015,Farmer,0.03,4,1,Farmer,19,1,0,0.03,farmer
16,NHS,3,Elekta,Elekta Precise Standard Head MLCi,2006,92,20/01/2015,Sun Nuclear Checkmate,0.85,4,1,Non-Farmer,19,1,0,0.85,checkmate
37,NHS,8,Varian,Clinac 2100CD,2005,163,20/01/2015,Farmer,-0.83,4,1,Farmer,19,1,0,-0.83,farmer
16,NHS,3,Elekta,Elekta Precise Standard Head MLCi,2002,91,20/01/2015,Farmer,0.6,4,1,Farmer,19,1,0,0.6,farmer
16,NHS,3,Elekta,Elekta Precise Standard Head MLCi,2002,91,20/01/2015,Sun Nuclear Checkmate,0.3,4,1,Non-Farmer,19,1,0,0.3,checkmate
50,NHS,2,Elekta,Agility,2013,191,20/01/2015,BeamChecker,-0.7,4,1,Non-Farmer,19,1,0,-0.7,beamchecker
11,NHS,1,Siemens,Oncor,2008,68,20/01/2015,Linacheck,0.512820513,4,1,Non-Farmer,19,1,0,0.512820513,linacheck
2,NHS,6,Varian,2100CD,2010,15,20/01/2015,Linacheck,-0.15,4,1,Non-Farmer,19.35164352,1,1,1.491666667,linacheck
50,NHS,2,Elekta,Agility,2010,194,20/01/2015,BeamChecker,0,4,1,Non-Farmer,19,1,0,0,beamchecker
50,NHS,2,Elekta,Agility,2010,193,20/01/2015,BeamChecker,-0.3,4,1,Non-Farmer,19,1,0,-0.3,beamchecker
12,NHS,6,Elekta,MLCi,2002,77,20/01/2015,Linacheck,-0.4,4,1,Non-Farmer,19,1,0,-0.4,linacheck
11,NHS,1,Siemens,Oncor,2004,67,20/01/2015,Linacheck,0.769230769,4,1,Non-Farmer,19,1,0,0.769230769,linacheck
2,NHS,6,Varian,600,2003,13,20/01/2015,Linacheck,-2,4,1,Non-Farmer,19.34021991,1,0,-2,linacheck
14,NHS,7,Varian,Clinac iX,2009,83,20/01/2015,Farmer,0.0261,4,1,Farmer,19.32163866,1,0,0.0261,farmer
11,NHS,1,Siemens,Oncor,2008,68,20/01/2015,Linacheck,0.256410256,4,1,Non-Farmer,19,1,0,0.256410256,linacheck
17,NHS,4,Elekta,Precise,2004,95,20/01/2015,DQA3,-0.8,4,1,Non-Farmer,19,1,0,-0.8,dqa3
19,NHS,3,Varian,TrueBeam,2014,113,20/01/2015,BeamChecker,0.4,4,1,Non-Farmer,19,1,0,0.4,beamchecker
18,NHS,6,Elekta,Precise,2007,99,20/01/2015,Farmer,0.537896842,4,1,Farmer,19,1,0,0.537896842,farmer
20,NHS,3,Varian,2100,?,117,20/01/2015,Diodes,-1.820951948,4,1,Non-Farmer,19,1,0,-1.820951948,diodes
9,NHS,7,Elekta,Synergy,2007,50,20/01/2015,QA3,0.34,4,1,Non-Farmer,19,1,0,0.34,dqa3
47,NHS,6,Varian,Novalis Tx,2010,189,20/01/2015,PTW QuickCheck,-0.222,4,1,Non-Farmer,19,1,1,1.316333333,quickcheck
20,NHS,3,Varian,2100,?,118,20/01/2015,Diodes,-0.499101298,4,1,Non-Farmer,19,1,0,-0.499101298,diodes
8,NHS,4,Elekta,Precise,2004,45,20/01/2015,Victoreen Double Check,-1.8,4,1,Non-Farmer,19,1,0,-1.8,doublecheck
44,Private,4,Varian,iX,2008,180,20/01/2015,DQA3,0.23,4,1,Non-Farmer,19,1,0,0.23,dqa3
2,NHS,6,Varian,2100CD,2010,17,20/01/2015,QA3,-0.68,4,1,Non-Farmer,19.35053241,1,0,-0.68,dqa3
10,NHS,1,Varian,TrueBeam V2.0,2012,53,20/01/2015,BeamChecker,0.4,4,1,Non-Farmer,19,1,0,0.4,beamchecker
44,Private,4,Varian,iX,2008,180,20/01/2015,DQA3,0.27,4,1,Non-Farmer,19,1,0,0.27,dqa3
43,NHS,5,Varian,Clinac 2100 iX,2006,178,20/01/2015,QA BeamChecker Plus,-0.579570285,4,1,Non-Farmer,19,1,0,-0.579570285,beamchecker
51,NHS,2,Elekta,Synergy,2005,198,20/01/2015,Linacheck,1.152,4,1,Non-Farmer,19,1,0,1.152,linacheck
24,NHS,2,Elekta,Precise,2006,122,20/01/2015,LinaCheck,-0.8,4,1,Non-Farmer,19,1,0,-0.8,linacheck
51,NHS,2,Elekta,Precise,2003,197,20/01/2015,Linacheck,0.7083,4,1,Non-Farmer,19,1,0,0.7083,linacheck
9,NHS,7,Varian,Clinac iX,2006,52,20/01/2015,QA3,-0.8,4,1,Non-Farmer,19,1,0,-0.8,dqa3
2,NHS,6,Varian,2100CD,2010,17,20/01/2015,Farmer Chamber in Water,0.600800887,4,1,Farmer,19.78943287,1,0,0.600800887,farmer
9,NHS,7,Varian,Clinac iX,2006,51,20/01/2015,QA3,0.65,4,1,Non-Farmer,19,1,0,0.65,dqa3
20,NHS,3,Varian,2100,?,119,20/01/2015,Diodes,-0.450469494,4,1,Non-Farmer,19,1,0,-0.450469494,diodes
8,NHS,4,Elekta,Precise,2004,46,20/01/2015,Victoreen Double Check,-0.6,4,1,Non-Farmer,19,1,0,-0.6,doublecheck
8,NHS,4,Elekta,Precise,2000,44,20/01/2015,Victoreen Double Check,-0.2,4,1,Non-Farmer,19,1,0,-0.2,doublecheck
28,NHS,4,Varian,iXs,2011,141,20/01/2015,DQA3,0.099153845,4,1,Non-Farmer,19.33166667,1,0,0.099153845,dqa3
51,NHS,2,Elekta,Synergy,2012,199,20/01/2015,Linacheck,1.3789,4,1,Non-Farmer,19,1,0,1.3789,linacheck
24,NHS,2,Varian,600C,2005,121,20/01/2015,LinaCheck,1.5,4,1,Non-Farmer,19,1,0,1.5,linacheck
43,NHS,5,Varian,Novalis Tx,2010,179,20/01/2015,QA BeamChecker Plus,0.676360031,4,1,Non-Farmer,19,1,0,0.676360031,beamchecker
24,NHS,2,Elekta,Precise,2007,123,20/01/2015,LinaCheck,-0.7,4,1,Non-Farmer,19,1,0,-0.7,linacheck
26,NHS,3,Elekta,Precise,2003,130,20/01/2015,CheckMate,0.3,4,1,Non-Farmer,19,1,0,0.3,checkmate
26,NHS,3,Elekta,Synergy,2006,131,20/01/2015,DQA3,-1.01,4,1,Non-Farmer,19,1,0,-1.01,dqa3
10,NHS,1,Varian,TrueBeam V2.0,2013,54,20/01/2015,BeamChecker,2,4,1,Non-Farmer,19,1,0,2,beamchecker
10,NHS,1,Varian,TrueBeam V2.0,2013,54,20/01/2015,Farmer,1.4,4,1,Farmer,19,1,0,1.4,farmer
7,NHS,3,Varian,6100C,2009,41,20/01/2015,Farmer,-0.2,4,1,Farmer,19,1,0,-0.2,farmer
51,NHS,2,Elekta,Versa HD,2014,196,20/01/2015,Farmer,-1.027794851,4,1,Farmer,19,1,0,-1.027794851,farmer
52,NHS,6,Elekta,Agility,2012,200,20/01/2015,QA3,-0.269230769,4,1,Non-Farmer,19,1,0,-0.269230769,dqa3
9,NHS,7,Elekta,SL-18,2002,49,20/01/2015,QA3,-1.19,4,1,Non-Farmer,19,1,0,-1.19,dqa3
20,NHS,3,Varian,2100,?,114,20/01/2015,Diodes,-1.103233859,4,1,Non-Farmer,19,1,0,-1.103233859,diodes
24,NHS,2,Varian,600C,2004,125,20/01/2015,LinaCheck,-0.9,4,1,Non-Farmer,19,1,0,-0.9,linacheck
2,NHS,6,Varian,2100CD,2006,10,20/01/2015,Linacheck,-0.2,4,1,Non-Farmer,19.35596065,1,0,-0.2,linacheck
21,Private,8,Varian,TrueBeam,2014,129,20/01/2015,SunNuclear DailyQA 3,-0.45,4,1,Non-Farmer,19,1,0,-0.45,dqa3
14,NHS,7,Varian,Clinac iX,2009,84,21/01/2015,Farmer,0.0261,4,1,Farmer,20.33992488,2,0,0.0261,farmer
26,NHS,3,Elekta,Precise,2003,130,21/01/2015,DQA3,-0.4,4,1,Non-Farmer,20,2,0,-0.4,dqa3
47,NHS,6,Varian,Novalis Tx,2010,189,21/01/2015,PTW QuickCheck,-0.273,4,1,Non-Farmer,20,2,1,1.265333333,quickcheck
38,Private,3,Varian,Trilogy,2009,165,21/01/2015,DQA3,0.26,4,1,Non-Farmer,20,2,0,0.26,dqa3
51,NHS,2,Elekta,Synergy,2012,199,21/01/2015,Linacheck,1.6674,4,1,Non-Farmer,20,2,0,1.6674,linacheck
39,NHS,7,Elekta,Precise,2003,166,21/01/2015,PTW QC6,-1.8,4,1,Non-Farmer,20,2,0,-1.8,quickcheck
3,NHS,6,Varian,Clinac iX,?,22,21/01/2015,Linacheck,0.343249428,4,1,Non-Farmer,20,2,0,0.343249428,linacheck
52,NHS,6,Elekta,Agility,2012,200,21/01/2015,QA3,-0.179487179,4,1,Non-Farmer,20,2,0,-0.179487179,dqa3
11,NHS,1,Siemens,Oncor,2004,67,21/01/2015,Linacheck,0.94017094,4,1,Non-Farmer,20,2,0,0.94017094,linacheck
50,NHS,2,Elekta,Agility,2010,193,21/01/2015,BeamChecker,-0.3,4,1,Non-Farmer,20,2,0,-0.3,beamchecker
22,NHS,4,Varian,2100CD,2005,138,21/01/2015,DQA3,-0.19799343,4,1,Non-Farmer,20.33314815,2,0,-0.19799343,dqa3
11,NHS,1,Siemens,Oncor,2004,67,21/01/2015,Linacheck,0.512820513,4,1,Non-Farmer,20,2,0,0.512820513,linacheck
43,NHS,5,Varian,TrueBeam,2013,176,21/01/2015,QA BeamChecker Plus,0.08,4,1,Non-Farmer,20,2,0,0.08,beamchecker
52,NHS,6,Elekta,Agility,2013,203,21/01/2015,QA3,0.179487179,4,1,Non-Farmer,20,2,0,0.179487179,dqa3
16,NHS,3,Elekta,Elekta Precise Standard Head MLCi,2002,91,21/01/2015,Sun Nuclear Checkmate,-0.55,4,1,Non-Farmer,20,2,0,-0.55,checkmate
3,NHS,6,Varian,Clinac iX,?,23,21/01/2015,Linacheck,-0.915331808,4,1,Non-Farmer,20,2,1,0.648360031,linacheck
16,NHS,3,Elekta,Elekta Precise Standard Head MLCi,2006,92,21/01/2015,Sun Nuclear Checkmate,0.95,4,1,Non-Farmer,20,2,0,0.95,checkmate
41,NHS,7,Varian,TrueBeam,2012,170,21/01/2015,Farmer,0.401748936,4,1,Farmer,20,2,0,0.401748936,farmer
9,NHS,7,Varian,Clinac iX,2006,52,21/01/2015,QA3,-0.96,4,1,Non-Farmer,20,2,0,-0.96,dqa3
7,NHS,3,Varian,6100C,2009,42,21/01/2015,Farmer,-0.8,4,1,Farmer,20,2,0,-0.8,farmer
24,NHS,2,Varian,600C,2004,125,21/01/2015,LinaCheck,-1.2,4,1,Non-Farmer,20,2,0,-1.2,linacheck
8,NHS,4,Elekta,Precise,2004,47,21/01/2015,Victoreen Double Check,-0.3,4,1,Non-Farmer,20,2,0,-0.3,doublecheck
40,NHS,1,Varian,Clinac iX,2009,169,21/01/2015,QA3,0.612622783,4,1,Non-Farmer,20.37789352,2,0,0.612622783,dqa3
16,NHS,3,Elekta,Elekta Precise Standard Head MLCi,2003,89,21/01/2015,Sun Nuclear Checkmate,0.8,4,1,Non-Farmer,20,2,0,0.8,checkmate
19,NHS,3,Varian,2100 iX,2007,112,21/01/2015,BeamChecker,0.5,4,1,Non-Farmer,20,2,0,0.5,beamchecker
11,NHS,1,Siemens,Oncor,2008,68,21/01/2015,Linacheck,0.299145299,4,1,Non-Farmer,20,2,0,0.299145299,linacheck
11,NHS,1,Siemens,Oncor,2008,69,21/01/2015,Linacheck,0.512820513,4,1,Non-Farmer,20,2,0,0.512820513,linacheck
12,NHS,6,Elekta,MLCi,2001,76,21/01/2015,Linacheck,-1.6,4,1,Non-Farmer,20,2,0,-1.6,linacheck
50,NHS,2,Elekta,Agility,2013,191,21/01/2015,BeamChecker,-0.4,4,1,Non-Farmer,20,2,0,-0.4,beamchecker
21,Private,8,Varian,TrueBeam,2014,129,21/01/2015,SunNuclear DailyQA 3,-0.53,4,1,Non-Farmer,20,2,0,-0.53,dqa3
40,NHS,1,Varian,TrueBeam,2011,168,21/01/2015,QA3,0.203566365,4,1,Non-Farmer,20.34902778,2,0,0.203566365,dqa3
28,NHS,4,Varian,iXs,2011,141,21/01/2015,DQA3,0.018789043,4,1,Non-Farmer,20.32243056,2,0,0.018789043,dqa3
46,NHS,6,Elekta,Synergy,2009,187,21/01/2015,PTW QuickCheck,-0.95,4,1,Non-Farmer,20,2,0,-0.95,quickcheck
12,NHS,6,Elekta,MLCi,2011,74,21/01/2015,Linacheck,0.5,4,1,Non-Farmer,20,2,0,0.5,linacheck
2,NHS,6,Varian,TrueBeam,2013,19,21/01/2015,QA3,0.96,4,1,Non-Farmer,20.35971065,2,0,0.96,dqa3
46,NHS,6,Elekta,Synergy,2009,188,21/01/2015,PTW QuickCheck,0.16,4,1,Non-Farmer,20,2,0,0.16,quickcheck
12,NHS,6,Elekta,Beam Mod,2010,73,21/01/2015,Linacheck,-1,4,1,Non-Farmer,20,2,0,-1,linacheck
38,Private,3,Varian,iX,2009,142,21/01/2015,DQA3,-0.92,4,1,Non-Farmer,20,2,0,-0.92,dqa3
8,NHS,4,Elekta,Precise,2005,48,21/01/2015,Victoreen Double Check,-1.7,4,1,Non-Farmer,20,2,0,-1.7,doublecheck
22,NHS,4,Varian,iXs,2010,136,21/01/2015,DQA3,-0.410580344,4,1,Non-Farmer,20.32412037,2,0,-0.410580344,dqa3
12,NHS,6,Elekta,MLCi,2000,75,21/01/2015,Farmer,-0.6,4,1,Farmer,20,2,0,-0.6,farmer
8,NHS,4,Elekta,Precise,2004,45,21/01/2015,Victoreen Double Check,-1.3,4,1,Non-Farmer,20,2,0,-1.3,doublecheck
2,NHS,6,Varian,TrueBeam,2014,20,21/01/2015,Linacheck,0.25,4,1,Non-Farmer,20.35732639,2,0,0.25,linacheck
11,NHS,1,Siemens,Oncor,2008,69,21/01/2015,Linacheck,0,4,1,Non-Farmer,20,2,0,0,linacheck
52,NHS,6,Elekta,Agility,2006,204,21/01/2015,QA3,-0.833333333,4,1,Non-Farmer,20,2,0,-0.833333333,dqa3
11,NHS,1,Siemens,Oncor,2008,68,21/01/2015,Linacheck,0.256410256,4,1,Non-Farmer,20,2,0,0.256410256,linacheck
39,NHS,7,Elekta,Synergy,2005,167,21/01/2015,PTW QC6,0.4,4,1,Non-Farmer,20,2,0,0.4,quickcheck
41,NHS,7,Varian,TrueBeam,2012,170,21/01/2015,PTW QuickCheck Webline,1.082783799,4,1,Non-Farmer,20,2,0,1.082783799,quickcheck
28,NHS,4,Varian,2100CD,2002,143,21/01/2015,DQA3,0.020957708,4,1,Non-Farmer,20.33728009,2,0,0.020957708,dqa3
26,NHS,3,Elekta,Synergy,2006,131,21/01/2015,CheckMate,0.3,4,1,Non-Farmer,20,2,0,0.3,checkmate
11,NHS,1,Siemens,Oncor,2008,69,21/01/2015,Linacheck,0.299145299,4,1,Non-Farmer,20,2,0,0.299145299,linacheck
16,NHS,3,Elekta,Elekta Beam Modulator,2006,93,21/01/2015,Sun Nuclear Checkmate,-0.95,4,1,Non-Farmer,20,2,0,-0.95,checkmate
47,NHS,6,Varian,Novalis Tx,2010,190,21/01/2015,PTW QuickCheck,0.11,4,1,Non-Farmer,20,2,0,0.11,quickcheck
26,NHS,3,Elekta,Synergy,2012,132,21/01/2015,CheckMate,-0.2,4,1,Non-Farmer,20,2,0,-0.2,checkmate
12,NHS,6,Elekta,Agility,2013,80,21/01/2015,Linacheck,-1.3,4,1,Non-Farmer,20,2,0,-1.3,linacheck
12,NHS,6,Elekta,Agility,2013,79,21/01/2015,Linacheck,-0.7,4,1,Non-Farmer,20,2,0,-0.7,linacheck
48,NHS,3,Elekta,Synergy,2011,133,21/01/2015,CheckMate,-0.2,4,1,Non-Farmer,20,2,0,-0.2,checkmate
12,NHS,6,Elekta,Beam Mod,2004,78,21/01/2015,Farmer,0.6,4,1,Farmer,20,2,0,0.6,farmer
3,NHS,6,Varian,Clinac iX,?,21,21/01/2015,Linacheck,0,4,1,Non-Farmer,20,2,0,0,linacheck
16,NHS,3,Elekta,Elekta Precise Standard Head MLCi,2002,90,21/01/2015,Sun Nuclear Checkmate,-0.9,4,1,Non-Farmer,20,2,0,-0.9,checkmate
50,NHS,2,Elekta,Synergy,2006,192,21/01/2015,BeamChecker,-0.2,4,1,Non-Farmer,20,2,0,-0.2,beamchecker
12,NHS,6,Elekta,MLCi,2002,77,21/01/2015,Linacheck,-0.4,4,1,Non-Farmer,20,2,0,-0.4,linacheck
43,NHS,5,Varian,Clinac 2100 iX,2006,178,21/01/2015,QA BeamChecker Plus,-0.694681423,4,1,Non-Farmer,20,2,0,-0.694681423,beamchecker
4,NHS,5,Varian,Clinac iX,2010,28,21/01/2015,QA3,0.267982844,4,1,Non-Farmer,20.31990741,2,0,0.267982844,dqa3
11,NHS,1,Siemens,Oncor,2008,66,21/01/2015,Linacheck,0,4,1,Non-Farmer,20,2,0,0,linacheck
3,NHS,6,Varian,Clinac iX,?,24,21/01/2015,Linacheck,0.456100342,4,1,Non-Farmer,20,2,0,0.456100342,linacheck
